Date,Open,High,Low,Close,Adj Close,Volume
2007-09-03,16.650000,16.820000,16.264999,16.400000,11.614327,2287030
2007-09-04,16.600000,16.700001,16.340000,16.400000,11.614327,1313360
2007-09-05,16.500000,16.750000,16.309999,16.405001,11.617870,894260
2007-09-06,16.350000,16.549999,16.200001,16.200001,11.472690,417990
2007-09-07,16.264999,16.485001,16.264999,16.365000,11.589540,505070
2007-09-10,16.205000,16.445000,15.930000,16.025000,11.348756,457160
2007-09-11,15.900000,16.235001,15.600000,15.730000,11.139840,286610
2007-09-12,16.000000,16.270000,15.500000,15.650000,11.083184,451880
2007-09-13,15.700000,15.900000,15.510000,15.525000,10.994661,299610
2007-09-14,15.990000,16.000000,15.245000,15.350000,10.870728,300910
2007-09-17,15.010000,15.700000,15.010000,15.200000,10.764500,557090
2007-09-18,15.200000,15.535000,15.005000,15.100000,10.693677,351270
2007-09-19,15.400000,15.495000,15.100000,15.250000,10.799909,390790
2007-09-20,15.115000,15.190000,15.000000,15.005000,10.626405,270690
2007-09-21,15.000000,16.850000,15.000000,15.610000,11.054857,1618990
2007-09-24,16.295000,16.295000,15.135000,15.150000,10.729090,237150
2007-09-25,15.200000,15.390000,15.000000,15.010000,10.629941,254870
2007-09-26,15.015000,15.785000,15.000000,15.000000,10.622861,280150
2007-09-27,15.200000,15.315000,15.000000,15.005000,10.626405,230060
2007-09-28,15.500000,15.500000,15.000000,15.050000,10.658269,148550
2007-10-01,15.180000,15.180000,14.815000,14.950000,10.587451,211420
2007-10-03,14.905000,14.995000,11.915000,14.095000,9.981948,286100
2007-10-04,13.800000,14.500000,13.680000,14.035000,9.939458,314020
2007-10-05,14.205000,14.205000,13.005000,13.100000,9.277300,242540
2007-10-08,13.500000,13.670000,12.500000,12.595000,8.919662,205730
2007-10-09,12.220000,12.950000,12.100000,12.320000,8.724909,213670
2007-10-10,12.790000,13.330000,12.460000,12.560000,8.894875,178940
2007-10-11,12.600000,12.740000,12.500000,12.510000,8.859465,58250
2007-10-12,12.500000,12.700000,12.350000,12.390000,8.774486,142920
2007-10-15,12.455000,12.860000,12.400000,12.460000,8.824055,191880
2007-10-16,12.405000,12.635000,12.405000,12.430000,8.802809,119810
2007-10-17,10.365000,13.200000,10.365000,12.555000,8.891335,165470
2007-10-18,12.900000,12.990000,12.500000,12.600000,8.923200,268880
2007-10-19,12.700000,12.900000,12.500000,12.800000,9.064840,171050
2007-10-22,12.500000,12.700000,12.350000,12.490000,8.845303,80430
2007-10-23,12.505000,12.850000,12.505000,12.600000,8.923200,95490
2007-10-24,12.800000,12.800000,12.500000,12.630000,8.944447,72960
2007-10-25,12.740000,12.810000,12.580000,12.580000,8.909040,85160
