Date,Open,High,Low,Close,Adj Close,Volume
2007-06-20,47.485001,47.485001,46.599998,46.945000,40.673622,120120
2007-06-21,47.299999,51.200001,47.205002,49.080002,42.523418,1728220
2007-06-22,49.695000,49.695000,48.000000,48.380001,41.916931,278100
2007-06-25,48.000000,49.000000,47.799999,48.595001,42.103210,163820
2007-06-26,48.889999,49.000000,47.599998,47.785000,41.401421,227380
2007-06-27,50.000000,50.000000,46.884998,47.070000,40.781933,339250
2007-06-28,47.689999,49.474998,47.299999,48.924999,42.389126,641830
2007-06-29,49.200001,50.470001,48.000000,48.240002,41.795631,158050
2007-07-02,48.900002,48.900002,47.500000,47.680000,41.310455,232670
2007-07-03,48.200001,48.700001,48.049999,48.435001,41.964581,174430
2007-07-04,46.509998,49.775002,46.509998,49.064999,42.510433,340950
2007-07-05,49.064999,50.599998,48.119999,49.520000,42.904636,491230
2007-07-06,48.500000,49.900002,46.549999,49.349998,42.757336,354990
2007-07-09,49.500000,49.500000,48.310001,48.490002,42.012234,266950
2007-07-10,48.330002,48.799999,47.299999,47.785000,41.401421,272130
2007-07-11,47.110001,48.500000,47.099998,47.915001,41.514050,141820
2007-07-12,48.470001,49.500000,47.299999,47.455002,41.115505,553040
2007-07-13,48.080002,48.470001,47.000000,47.165001,40.864243,543170
2007-07-16,47.099998,48.400002,47.099998,48.070000,41.648342,172940
2007-07-17,48.500000,48.715000,47.820000,48.090000,41.665665,296610
2007-07-18,48.389999,49.500000,47.660000,48.970001,42.428120,594710
2007-07-19,49.770000,54.000000,49.205002,52.930000,45.859100,6278730
2007-07-20,53.724998,56.599998,53.500000,53.935001,46.729851,6297120
2007-07-23,54.470001,55.439999,52.264999,52.735001,45.690147,1561770
2007-07-24,53.290001,53.290001,49.630001,50.450001,43.710403,1689040
2007-07-25,48.099998,52.389999,48.099998,51.115002,44.286564,1342490
2007-07-26,51.299999,53.235001,51.099998,52.105000,45.144310,1741270
2007-07-27,50.500000,51.200001,48.520000,49.465000,42.856991,1090010
2007-07-30,49.750000,50.799999,49.000000,49.910000,43.242535,445320
2007-07-31,50.669998,51.700001,49.599998,49.895000,43.229538,651530
2007-08-01,49.660000,50.000000,48.099998,48.430000,41.960258,398740
2007-08-02,48.994999,49.500000,48.250000,49.044998,42.493092,369490
2007-08-03,49.299999,50.369999,48.700001,48.980000,42.436775,354640
2007-08-06,46.509998,48.500000,46.509998,48.029999,41.613693,299990
2007-08-07,49.669998,49.669998,47.799999,48.080002,41.657017,191370
2007-08-08,48.110001,49.299999,46.900002,47.625000,41.262787,700050
2007-08-09,48.799999,48.799999,47.099998,47.470001,41.128498,310070
2007-08-10,46.500000,47.000000,46.000000,46.919998,40.651974,321340
2007-08-13,49.099998,49.200001,46.700001,46.910000,40.643299,243710
2007-08-14,47.700001,47.700001,47.130001,47.430000,41.093845,145510
2007-08-16,46.200001,46.400002,44.000000,45.150002,39.118431,384840
2007-08-17,44.799999,46.200001,44.000000,45.680000,39.577621,470460
2007-08-20,48.500000,48.500000,46.000000,46.180000,40.010834,227530
2007-08-21,46.500000,47.380001,44.509998,44.735001,38.758869,158720
2007-08-22,44.509998,45.779999,43.605000,44.154999,38.256351,471650
2007-08-23,44.500000,44.895000,35.474998,42.090000,36.467209,380210
2007-08-24,43.400002,43.500000,42.000000,43.240002,37.463589,193170
2007-08-27,44.500000,48.700001,44.400002,45.705002,39.599285,210340
2007-08-28,46.000000,47.369999,45.250000,46.849998,40.591324,303570
2007-08-29,45.250000,46.849998,45.250000,46.279999,40.097466,171360
2007-08-30,46.764999,48.090000,46.009998,46.090000,39.932854,167110
2007-08-31,47.099998,51.299999,47.099998,50.889999,44.091618,3029660
2007-09-03,51.400002,54.084999,51.400002,52.575001,45.551533,2774340
2007-09-04,52.500000,53.000000,51.480000,51.785000,44.867054,1086010
2007-09-05,52.299999,53.439999,50.900002,52.160000,45.191956,1259160
2007-09-06,51.990002,53.740002,50.900002,51.154999,44.321213,3616320
2007-09-07,51.520000,52.200001,50.799999,51.189999,44.351547,1534600
2007-09-10,50.785000,51.849998,50.250000,51.055000,44.234581,1157440
2007-09-11,48.040001,51.799999,48.040001,50.665001,43.896687,536480
2007-09-12,50.599998,51.980000,50.310001,51.125000,44.295227,779810
2007-09-13,51.110001,52.919998,51.110001,51.705002,44.797749,1497210
2007-09-14,51.794998,52.599998,50.520000,50.759998,43.978985,540890
2007-09-17,51.000000,51.400002,50.660000,51.095001,44.269241,556270
2007-09-18,46.040001,51.895000,46.040001,51.715000,44.806416,412590
2007-09-19,52.599998,52.599998,51.509998,51.860001,44.932034,671380
2007-09-20,52.299999,52.299999,51.009998,51.105000,44.277901,480240
2007-09-21,51.250000,51.584999,50.299999,50.404999,43.671425,696550
2007-09-24,51.900002,52.900002,50.599998,50.900002,44.100285,535210
2007-09-25,51.470001,51.470001,50.035000,50.685001,43.914009,475820
2007-09-26,51.250000,51.294998,50.400002,50.625000,43.862022,248030
2007-09-27,50.900002,51.099998,49.115002,49.695000,43.056255,1022090
2007-09-28,49.799999,51.200001,49.705002,50.455002,43.714737,744350
2007-10-01,49.500000,51.369999,49.500000,50.325001,43.602097,510600
2007-10-03,50.945000,51.400002,49.400002,50.139999,43.441818,504920
2007-10-04,50.000000,52.799999,49.605000,52.185001,45.213627,3098900
2007-10-05,52.845001,54.005001,52.310001,52.720001,45.677147,3593250
2007-10-08,53.500000,53.689999,49.000000,49.865002,43.203560,956440
2007-10-09,49.865002,51.000000,48.599998,50.825001,44.035301,567120
2007-10-10,51.470001,52.200001,50.599998,51.430000,44.559483,854030
2007-10-11,51.009998,54.945000,50.654999,53.445000,46.305298,1610630
2007-10-12,53.990002,59.900002,52.700001,58.070000,50.312447,6095460
2007-10-15,59.480000,64.235001,58.514999,63.439999,54.965073,7287570
2007-10-16,63.970001,71.800003,63.099998,69.985001,60.635727,9195110
2007-10-17,64.000000,71.489998,60.000000,70.430000,61.021275,5081540
2007-10-18,71.000000,74.669998,60.400002,63.395000,54.926079,5908620
2007-10-19,63.770000,64.699997,59.000000,60.910000,52.773048,2973300
2007-10-22,60.000000,65.279999,59.000000,61.715000,53.470509,2639360
2007-10-23,63.270000,63.990002,62.299999,62.744999,54.362911,1447380
2007-10-24,63.570000,64.065002,61.200001,61.549999,53.327560,1538920
2007-10-25,62.400002,64.300003,60.000000,60.645000,52.543449,4764760
2007-10-26,61.200001,65.735001,61.200001,64.959999,56.282009,3044170
2007-10-29,65.900002,68.879997,65.900002,67.305000,58.313755,2707730
2007-10-30,60.099998,68.500000,60.099998,65.459999,56.715225,1730460
2007-10-31,65.500000,66.500000,63.500000,63.884998,55.350628,1356020
2007-11-01,64.570000,65.699997,60.799999,61.389999,53.188931,1169660
2007-11-02,61.389999,62.625000,60.000000,62.189999,53.882057,632810
2007-11-05,62.400002,68.480003,61.599998,66.964996,58.019173,2327590
2007-11-06,68.870003,70.599998,65.610001,66.584999,57.689934,3607560
2007-11-07,68.470001,68.470001,63.615002,64.644997,56.009083,971700
2007-11-08,63.000000,65.800003,61.825001,63.294998,54.839439,825010
2007-11-12,63.970001,64.250000,60.505001,63.185001,54.744141,575170
2007-11-13,63.889999,64.970001,63.000000,63.480000,54.999729,736690
2007-11-14,64.970001,65.870003,63.799999,64.160004,55.588890,796340
2007-11-15,64.570000,65.699997,63.299999,64.735001,56.087067,725310
2007-11-16,63.500000,65.455002,63.400002,63.779999,55.259651,743720
2007-11-19,64.769997,65.389999,63.150002,65.044998,56.355663,656970
2007-11-20,65.099998,67.474998,64.510002,65.070000,56.377327,824350
2007-11-21,65.050003,66.385002,60.799999,62.099998,53.804085,393600
2007-11-22,62.689999,62.689999,58.500000,60.000000,51.984619,492500
2007-11-23,61.270000,61.700001,60.415001,60.834999,52.708065,227520
2007-11-26,62.470001,63.005001,61.500000,61.939999,53.665455,150680
2007-11-27,61.599998,61.900002,58.520000,61.424999,53.219261,224540
2007-11-28,62.000000,63.599998,61.424999,61.814999,53.557159,437140
2007-11-29,63.590000,63.590000,60.000000,60.564999,52.474144,1182570
2007-11-30,61.205002,63.400002,60.799999,62.520000,54.167976,465010
2007-12-03,63.770000,63.770000,62.500000,62.865002,54.466885,325640
2007-12-04,63.369999,63.799999,61.299999,62.134998,53.834396,652790
2007-12-05,62.990002,66.650002,62.505001,66.214996,57.369370,1027950
2007-12-06,67.199997,68.769997,65.000000,65.785004,56.996807,2006600
2007-12-07,69.400002,70.400002,65.250000,67.300003,58.309429,1041670
2007-12-10,69.800003,69.800003,65.699997,66.455002,57.577293,512960
2007-12-11,67.400002,67.400002,65.000000,65.550003,56.793198,553760
2007-12-12,64.699997,67.900002,64.695000,66.570000,57.676941,741580
2007-12-13,67.000000,67.199997,65.610001,65.949997,57.139755,328850
2007-12-14,66.059998,69.500000,65.699997,68.639999,59.470417,1515150
2007-12-17,69.500000,70.300003,63.619999,64.860001,56.195374,2002980
2007-12-18,65.000000,65.500000,63.305000,64.900002,56.230026,455730
2007-12-19,65.110001,66.495003,63.610001,64.195000,55.619205,281670
2007-12-20,66.000000,66.220001,64.000000,64.705002,56.061077,381720
2007-12-24,65.800003,66.000000,64.699997,65.305000,56.580925,209050
2007-12-26,65.900002,66.500000,62.000000,65.480003,56.732552,221480
2007-12-27,65.400002,66.300003,63.040001,63.375000,54.908756,1603560
2007-12-28,63.900002,70.790001,63.299999,69.070000,59.842949,4624700
2007-12-31,73.000000,73.000000,69.199997,69.809998,60.484104,3223000
2008-01-01,70.489998,71.269997,69.364998,69.800003,60.475437,1177450
2008-01-02,69.989998,70.599998,68.504997,69.650002,60.345490,1454130
2008-01-03,69.000000,71.050003,68.805000,70.190002,60.813339,1477600
2008-01-04,71.449997,71.900002,68.800003,69.644997,60.341156,1320740
2008-01-07,69.599998,71.099998,68.500000,69.595001,60.297817,778180
2008-01-08,71.000000,71.000000,66.654999,67.360001,58.361393,595640
2008-01-09,67.510002,67.949997,65.400002,66.669998,57.763573,340510
2008-01-10,67.400002,67.995003,63.799999,64.269997,55.684189,562760
2008-01-11,65.400002,65.400002,62.500000,64.070000,55.510914,415370
2008-01-14,63.605000,64.879997,63.605000,64.044998,55.489246,392580
2008-01-15,64.300003,65.464996,63.139999,63.570000,55.077705,545520
2008-01-16,63.000000,64.500000,62.000000,62.575001,54.215626,1060160
2008-01-17,63.799999,64.099998,62.560001,62.924999,54.518871,384340
2008-01-18,63.090000,65.400002,61.750000,64.900002,56.230026,1559270
2008-01-21,64.500000,64.800003,54.020000,60.299999,52.244541,1809080
2008-01-22,54.875000,57.500000,38.549999,52.674999,45.638161,2479540
2008-01-23,55.400002,59.799999,50.715000,56.955002,49.346416,1103590
2008-01-24,61.480000,61.480000,52.500000,54.000000,46.786160,739210
2008-01-25,57.470001,57.470001,54.000000,56.630001,49.064819,295220
2008-01-28,56.630001,57.000000,54.105000,56.000000,48.518974,331520
2008-01-29,57.900002,57.900002,55.000000,56.029999,48.544971,405660
2008-01-30,56.200001,57.400002,55.099998,55.994999,48.514645,424270
2008-01-31,58.500000,58.500000,54.799999,56.180000,48.674931,1652170
2008-02-01,58.200001,58.200001,55.715000,56.044998,48.557961,121760
2008-02-04,57.200001,57.950001,56.000000,56.215000,48.705254,274340
2008-02-05,56.009998,56.595001,55.900002,56.009998,48.527641,244870
2008-02-06,56.000000,57.099998,55.000000,56.715000,49.138462,185140
2008-02-07,56.715000,57.500000,55.799999,56.014999,48.531971,172870
2008-02-08,56.200001,56.290001,54.500000,54.814999,47.492283,423550
2008-02-11,54.599998,56.000000,50.500000,54.785000,47.466293,301460
2008-02-12,52.200001,55.500000,52.000000,54.935001,47.596252,357970
2008-02-13,55.099998,56.994999,54.105000,56.325001,48.800556,323950
2008-02-14,57.389999,58.000000,56.044998,57.070000,49.446037,180590
2008-02-15,56.299999,57.990002,56.014999,57.465000,49.788265,82850
2008-02-18,58.799999,58.799999,57.509998,57.959999,50.217148,81550
2008-02-19,58.200001,59.500000,57.869999,59.150002,51.248169,142260
2008-02-20,58.259998,59.500000,57.005001,57.625000,49.926891,109320
2008-02-21,57.810001,58.764999,56.500000,56.865002,49.268421,82840
2008-02-22,55.900002,57.000000,53.299999,56.345001,48.817894,135050
2008-02-25,56.500000,57.500000,55.200001,56.900002,49.298752,140990
2008-02-26,56.799999,57.689999,56.000000,56.654999,49.086479,172850
2008-02-27,57.799999,57.799999,56.000000,56.029999,48.544971,83740
2008-02-28,55.630001,56.380001,55.009998,55.869999,48.406342,900630
2008-02-29,55.305000,56.650002,54.500000,55.790001,48.337032,94970
2008-03-03,50.730000,55.700001,50.730000,53.070000,45.980392,194600
2008-03-04,53.000000,53.200001,50.200001,52.665001,45.629498,206220
2008-03-05,51.500000,53.500000,51.099998,53.049999,45.963074,124340
2008-03-07,51.000000,51.990002,49.310001,50.180000,43.476475,279610
2008-03-10,46.000000,49.400002,46.000000,47.389999,41.059181,703440
2008-03-11,46.259998,49.500000,46.259998,48.349998,41.890930,344570
2008-03-12,49.180000,50.700001,47.165001,47.445000,41.106831,170310
2008-03-13,47.200001,47.790001,46.000000,47.224998,40.916229,306420
2008-03-14,47.200001,48.000000,46.000000,47.395000,41.063511,187550
2008-03-17,45.000000,46.000000,39.224998,40.730000,35.288891,428550
2008-03-18,41.439999,42.599998,40.500000,42.294998,36.644825,485910
2008-03-19,45.799999,45.799999,42.000000,42.610001,36.917747,247840
2008-03-24,42.000000,42.494999,40.700001,41.099998,35.609459,167070
2008-03-25,41.900002,44.000000,41.599998,43.154999,37.389938,214640
2008-03-26,42.305000,45.980000,42.305000,44.865002,38.871502,257060
2008-03-27,44.700001,46.400002,44.424999,45.540001,39.456329,371710
2008-03-28,45.599998,47.400002,44.000000,46.060001,39.906860,238090
2008-03-31,47.500000,47.994999,45.150002,46.735001,40.491692,216640
2008-04-01,48.720001,50.500000,47.000000,47.549999,41.197807,246640
2008-04-02,49.000000,49.599998,47.500000,47.639999,41.275784,113710
2008-04-03,47.810001,48.000000,47.020000,47.450001,41.111164,46750
2008-04-04,47.200001,47.494999,45.599998,46.380001,40.184113,458010
2008-04-07,46.400002,46.895000,45.599998,46.340000,40.149460,106400
2008-04-08,46.990002,48.865002,46.340000,48.005001,41.592026,193100
2008-04-09,48.099998,48.880001,47.005001,47.735001,41.358093,97130
2008-04-10,47.599998,50.580002,47.305000,47.849998,41.457733,752550
2008-04-11,48.230000,48.889999,47.500000,47.720001,41.345100,131180
2008-04-15,47.200001,48.599998,47.080002,48.110001,41.683002,111830
2008-04-16,47.625000,48.980000,47.014999,48.105000,41.678673,133420
2008-04-17,48.799999,49.000000,47.505001,48.014999,41.600689,147320
2008-04-21,48.330002,50.200001,48.330002,49.009998,42.462769,285610
2008-04-22,49.200001,50.500000,48.500000,48.955002,42.415115,382600
2008-04-23,49.000000,49.355000,48.400002,48.570000,42.081543,165070
2008-04-24,48.799999,49.299999,47.520000,48.009998,41.596363,1087200
2008-04-25,48.205002,48.970001,47.924999,48.360001,41.899601,1175940
2008-04-28,48.529999,48.990002,47.904999,48.044998,41.626678,122120
2008-04-29,48.500000,51.000000,48.200001,50.580002,43.823032,494940
2008-04-30,50.700001,52.299999,50.119999,51.044998,44.225918,872840
2008-05-02,51.000000,52.299999,42.450001,49.970001,43.294533,258960
2008-05-05,50.299999,50.900002,47.110001,50.180000,43.476475,83950
2008-05-06,50.200001,51.365002,48.009998,48.195000,41.756645,518340
2008-05-07,48.000000,48.895000,47.055000,47.145000,40.846909,260840
2008-05-08,46.000000,47.689999,46.000000,47.355000,41.028858,65090
2008-05-09,47.500000,48.169998,45.505001,46.070000,39.915535,132270
2008-05-12,46.070000,46.500000,44.400002,44.830002,38.841175,136880
2008-05-13,45.400002,46.570000,45.400002,46.349998,40.158115,293390
2008-05-14,46.599998,47.490002,45.799999,47.064999,40.777603,119700
2008-05-15,47.000000,49.259998,47.000000,48.805000,42.285160,239120
2008-05-16,49.500000,49.750000,47.799999,48.134998,41.704655,144330
2008-05-20,48.389999,48.700001,47.825001,48.365002,41.903934,163470
2008-05-21,48.200001,49.200001,46.799999,48.790001,42.272160,370770
2008-05-22,48.775002,49.799999,47.599998,48.040001,41.622345,934410
2008-05-23,49.400002,49.599998,47.000000,47.084999,40.794930,285040
2008-05-26,46.500000,48.275002,44.410000,47.584999,41.228134,320510
2008-05-27,48.790001,48.799999,47.099998,48.040001,41.622345,461760
2008-05-28,48.025002,48.450001,47.520000,48.029999,41.613693,228570
2008-05-29,48.000000,48.474998,47.400002,47.709999,41.336437,632690
2008-05-30,48.470001,48.480000,47.450001,47.840000,41.449062,111030
2008-06-02,48.790001,48.799999,47.000000,47.365002,41.037521,459890
2008-06-03,47.299999,47.689999,47.000000,47.119999,40.825260,70450
2008-06-04,47.000000,47.150002,45.000000,45.169998,39.135757,139580
2008-06-05,39.169998,45.939999,39.169998,45.349998,39.291706,124650
2008-06-06,45.500000,46.590000,44.099998,44.410000,38.477287,131480
2008-06-09,41.730000,44.480000,41.730000,43.900002,38.035416,233720
2008-06-10,43.895000,43.930000,42.000000,42.355000,36.696815,86770
2008-06-11,44.980000,44.980000,42.400002,42.535000,36.852768,2502760
2008-06-12,41.535000,42.400002,41.535000,42.115002,36.488876,94820
2008-06-13,42.400002,42.900002,41.700001,42.075001,36.454208,166280
2008-06-16,42.494999,43.384998,42.200001,42.720001,37.013042,284630
2008-06-17,42.799999,43.150002,42.310001,42.955002,37.216660,189910
2008-06-18,42.900002,43.430000,42.700001,42.794998,37.078026,221580
2008-06-19,42.494999,42.825001,41.799999,42.044998,36.428223,94690
2008-06-20,42.500000,42.500000,40.009998,40.180000,34.812378,166810
2008-06-23,39.500000,39.900002,37.615002,37.935001,32.867279,289650
2008-06-24,37.709999,37.900002,36.500000,36.845001,31.922899,304380
2008-06-25,36.215000,36.994999,33.505001,36.095001,31.273087,310280
2008-06-26,37.435001,37.700001,36.200001,36.970001,32.254589,572700
2008-06-27,36.895000,36.895000,34.000000,34.965000,30.505320,360730
2008-06-30,34.805000,35.799999,33.535000,34.060001,29.715754,111380
2008-07-01,34.200001,34.779999,32.040001,32.325001,28.202047,98390
2008-07-02,31.000000,34.250000,31.000000,33.980000,29.645954,194740
2008-07-03,33.700001,33.900002,31.730000,33.250000,29.009064,95130
2008-07-04,32.900002,34.900002,32.730000,33.674999,29.379862,141560
2008-07-07,33.605000,34.884998,33.605000,34.485001,30.086544,70230
2008-07-08,33.500000,34.900002,33.500000,34.349998,29.968763,344550
2008-07-09,35.310001,36.000000,35.055000,35.410000,30.893566,194300
2008-07-10,35.794998,37.680000,35.000000,36.345001,31.709307,4243070
2008-07-11,37.689999,37.950001,35.509998,35.840000,31.268723,140990
2008-07-14,35.470001,36.500000,34.349998,36.035000,31.438843,102490
2008-07-15,35.794998,37.299999,35.000000,35.099998,30.623108,2716910
2008-07-16,35.700001,36.189999,35.200001,35.840000,31.268723,209000
2008-07-17,36.099998,37.490002,36.000000,36.075001,31.473742,105720
2008-07-18,37.299999,39.384998,36.000000,38.064999,33.209923,192040
2008-07-21,38.500000,38.845001,37.119999,37.334999,32.573044,64390
2008-07-22,37.334999,38.605000,37.005001,37.974998,33.131409,140130
2008-07-23,40.389999,44.990002,38.500000,41.275002,36.010502,312200
2008-07-24,41.599998,42.450001,39.410000,40.410000,35.255825,464040
2008-07-25,38.799999,40.369999,38.599998,38.825001,33.872990,65210
2008-07-28,38.205002,40.439999,38.205002,39.009998,34.034405,333190
2008-07-29,37.599998,39.275002,37.500000,38.145000,33.279724,2329030
2008-07-30,38.889999,39.445000,38.320000,38.555000,33.637428,91930
2008-07-31,38.250000,38.799999,35.099998,35.814999,31.246908,681660
2008-08-01,35.814999,36.869999,35.200001,36.455002,31.805286,234350
